DIRECTORIO,NOMBRE_LOCALIDAD,NOMBRE_ESTRATO,NVCBP4,NVCBP14A,NVCBP14D,NVCBP14E,NVCBP14G,NVCBP15A,NVCBP15C,NVCBP15F,NVCBP15G,NVCBP16A3,NVCBP16A4,NPCKP17,NPCKP18,NPCKP23,NPCKP44A,NPCKPN62A,NPCKPN62B,NPCKP64A,NPCKP64E,NHCCP3,NHCCP6,NHCCP7,NHCCP8_1,NHCCP8_2,NHCCP8_3,NHCCP8_6,NHCCP8_7,NHCCP8_8,NHCCP8_9,NHCCP9,NHCCP11,NHCCP11A,NHCCP12,NHCCP41,NHCCP41A,NHCCP47A,NHCCP47B,NHCLP2A,NHCLP2B,NHCLP2C,NHCLP2E,NHCLP4,NHCLP5,NHCLP8AB,NHCLP8AE,NHCLP10,NHCLP11,NHCLP29_1A,NHCLP29_1C,NHCLP29_1E,NHCLP29_1F,NPCHP4
326378.0,Usme,USME: Alfonso López + Ciudad Usme,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1500000.0,7.0,2.0,1500000.0,2,2,1.0,1986.0,1500000.0,,,,,,,,1500000.0,2,,4.0,2,,2,2,2,2,2,2,1,1,,,2,2,,,,,5.0
326378.0,Usme,USME: Alfonso López + Ciudad Usme,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1500000.0,7.0,2.0,1500000.0,2,2,1.0,1986.0,1500000.0,,,,,,,,1500000.0,2,,4.0,2,,2,2,2,2,2,2,1,1,,,2,2,,,,,5.0
326378.0,Usme,USME: Alfonso López + Ciudad Usme,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1500000.0,7.0,2.0,1500000.0,2,2,1.0,1986.0,1500000.0,,,,,,,,1500000.0,2,,4.0,2,,2,2,2,2,2,2,1,1,,,2,2,,,,,3.0
326411.0,Ciudad Bolívar,Jerusalén,2,2,2,2,2,2,1,2,2,1,1,1.0,1.0,1200000.0,7.0,2.0,1200000.0,2,2,2.0,2017.0,1200000.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1200000.0,2,,1.0,2,,1,2,2,2,2,2,1,1,,,2,2,,,,,5.0
326441.0,Kennedy,Patio Bonito,2,2,2,1,1,1,1,1,1,2,2,2.0,1.0,2500000.0,6.0,1.0,2500000.0,2,1,1.0,2011.0,2500000.0,,,,,,,,2500000.0,1,1.0,,1,1.0,1,2,2,2,2,2,1,1,,,2,1,,,1.0,,6.0
326478.0,Rafael Uribe Uribe,Marruecos,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,960000.0,1.0,2.0,960000.0,2,2,1.0,1980.0,960000.0,,,,,,,,960000.0,2,,3.0,2,,2,2,2,2,2,2,2,2,,,2,1,,,,,3.0
326478.0,Rafael Uribe Uribe,Marruecos,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,960000.0,1.0,2.0,960000.0,2,2,1.0,1980.0,960000.0,,,,,,,,960000.0,2,,3.0,2,,2,2,2,2,2,2,2,2,,,2,1,,,,,6.0
326478.0,Rafael Uribe Uribe,Marruecos,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,960000.0,1.0,2.0,960000.0,2,2,1.0,1980.0,960000.0,,,,,,,,960000.0,2,,3.0,2,,2,2,2,2,2,2,2,2,,,2,1,,,,,5.0
326478.0,Rafael Uribe Uribe,Marruecos,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,960000.0,1.0,2.0,960000.0,2,2,1.0,1980.0,960000.0,,,,,,,,960000.0,2,,3.0,2,,2,2,2,2,2,2,2,2,,,2,1,,,,,3.0
326478.0,Rafael Uribe Uribe,Marruecos,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,960000.0,1.0,2.0,960000.0,2,2,1.0,1980.0,960000.0,,,,,,,,960000.0,2,,3.0,2,,2,2,2,2,2,2,2,2,,,2,1,,,,,6.0
326478.0,Rafael Uribe Uribe,Marruecos,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,960000.0,1.0,2.0,960000.0,2,2,1.0,1980.0,960000.0,,,,,,,,960000.0,2,,3.0,2,,2,2,2,2,2,2,2,2,,,2,1,,,,,5.0
326478.0,Rafael Uribe Uribe,Marruecos,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,960000.0,1.0,2.0,960000.0,2,2,1.0,1980.0,960000.0,,,,,,,,960000.0,2,,3.0,2,,2,2,2,2,2,2,3,3,,,2,1,,,,,3.0
326478.0,Rafael Uribe Uribe,Marruecos,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,960000.0,1.0,2.0,960000.0,2,2,1.0,1980.0,960000.0,,,,,,,,960000.0,2,,3.0,2,,2,2,2,2,2,2,3,3,,,2,1,,,,,6.0
326478.0,Rafael Uribe Uribe,Marruecos,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,960000.0,1.0,2.0,960000.0,2,2,1.0,1980.0,960000.0,,,,,,,,960000.0,2,,3.0,2,,2,2,2,2,2,2,3,3,,,2,1,,,,,5.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,2.0,908526.0,8.0,2.0,908526.0,2,2,1.0,1999.0,908526.0,,,,,,,,908526.0,2,,3.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,3.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,2.0,908526.0,8.0,2.0,908526.0,2,2,1.0,1999.0,908526.0,,,,,,,,908526.0,2,,3.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,5.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,2.0,908526.0,8.0,2.0,908526.0,2,2,1.0,1999.0,908526.0,,,,,,,,908526.0,2,,3.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,3.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,2.0,908526.0,8.0,2.0,908526.0,2,2,1.0,1999.0,908526.0,,,,,,,,908526.0,2,,3.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,5.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,2.0,908526.0,8.0,2.0,908526.0,2,2,1.0,1999.0,908526.0,,,,,,,,908526.0,2,,1.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,3.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,2.0,908526.0,8.0,2.0,908526.0,2,2,1.0,1999.0,908526.0,,,,,,,,908526.0,2,,1.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,5.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,2.0,908526.0,8.0,2.0,908526.0,2,2,1.0,1999.0,908526.0,,,,,,,,908526.0,2,,1.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,3.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,2.0,908526.0,8.0,2.0,908526.0,2,2,1.0,1999.0,908526.0,,,,,,,,908526.0,2,,1.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,5.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,1014980.0,7.0,2.0,1014980.0,2,2,1.0,1999.0,1014980.0,,,,,,,,1014980.0,2,,3.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,3.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,1014980.0,7.0,2.0,1014980.0,2,2,1.0,1999.0,1014980.0,,,,,,,,1014980.0,2,,3.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,5.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,1014980.0,7.0,2.0,1014980.0,2,2,1.0,1999.0,1014980.0,,,,,,,,1014980.0,2,,3.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,3.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,1014980.0,7.0,2.0,1014980.0,2,2,1.0,1999.0,1014980.0,,,,,,,,1014980.0,2,,3.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,5.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,1014980.0,7.0,2.0,1014980.0,2,2,1.0,1999.0,1014980.0,,,,,,,,1014980.0,2,,1.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,3.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,1014980.0,7.0,2.0,1014980.0,2,2,1.0,1999.0,1014980.0,,,,,,,,1014980.0,2,,1.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,5.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,1014980.0,7.0,2.0,1014980.0,2,2,1.0,1999.0,1014980.0,,,,,,,,1014980.0,2,,1.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,3.0
326489.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,1014980.0,7.0,2.0,1014980.0,2,2,1.0,1999.0,1014980.0,,,,,,,,1014980.0,2,,1.0,2,,1,2,2,2,2,2,2,2,,,2,2,,,,,5.0
326511.0,Kennedy,Patio Bonito,2,2,2,2,2,1,1,2,2,2,2,1.0,1.0,1300000.0,7.0,2.0,1300000.0,2,2,1.0,2007.0,1300000.0,,,,,,,,1300000.0,1,1.0,,2,,1,2,2,2,2,2,1,1,,,2,1,,,1.0,,5.0
326525.0,Kennedy,Timiza,1,2,2,1,1,1,1,1,1,1,1,1.0,2.0,850000.0,7.0,2.0,850000.0,1,1,1.0,2008.0,850000.0,,,,,,,,850000.0,2,,3.0,2,,1,2,2,2,2,2,3,3,,,2,1,,,1.0,,5.0
326531.0,Kennedy,Timiza,1,2,2,2,1,2,1,2,1,2,2,1.0,1.0,933000.0,4.0,1.0,933000.0,2,1,1.0,2000.0,933000.0,,,,,,,,933000.0,2,,3.0,1,1.0,2,2,2,2,2,2,3,3,,,1,1,,,1.0,,5.0
326562.0,Usme,USME: Alfonso López + Ciudad Usme,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1400000.0,7.0,2.0,1400000.0,2,2,1.0,1986.0,1400000.0,,,,,,,,1400000.0,2,,3.0,2,,2,2,2,2,2,2,2,2,,,3,2,,,,,5.0
326565.0,Ciudad Bolívar,Jerusalén,2,2,2,2,2,1,1,2,2,2,2,1.0,1.0,1200000.0,7.0,2.0,1200000.0,2,1,1.0,99.0,1200000.0,,,,,,,,1200000.0,2,,1.0,2,,2,2,2,2,2,2,1,2,,,1,1,1.0,,1.0,,3.0
326585.0,Kennedy,KENNEDY: Castilla + Bavaria,2,2,2,2,1,2,1,1,2,2,2,1.0,1.0,3500000.0,7.0,2.0,3500000.0,2,2,1.0,1995.0,3500000.0,,,,,,,,3500000.0,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,6.0
326589.0,Antonio Nariño,Ciudad Jardín,2,2,2,2,2,2,2,2,2,1,1,1.0,1.0,1800000.0,1.0,2.0,1800000.0,2,2,1.0,1970.0,1800000.0,,,,,,,,1800000.0,2,,1.0,1,1.0,1,2,2,2,2,2,1,1,,,2,2,,,,,9.0
326646.0,Chapinero,San Isidro - Patios,2,2,2,2,1,2,2,1,1,2,2,1.0,1.0,1000000.0,7.0,2.0,1000000.0,1,1,1.0,1994.0,1000000.0,,,,,,,,1000000.0,2,,3.0,2,,1,1,2,2,2,2,1,2,,,2,1,,,,,6.0
326654.0,Kennedy,Calandaima,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,1200000.0,7.0,2.0,1200000.0,2,2,2.0,1991.0,1200000.0,,,,,,,,1200000.0,1,1.0,,2,,2,2,2,2,2,2,1,1,,,2,2,,,,,5.0
326701.0,Chapinero,San Isidro - Patios,2,2,2,2,1,2,1,1,2,2,2,1.0,1.0,2500000.0,1.0,2.0,2500000.0,2,2,1.0,99.0,2500000.0,,,,,,,,2500000.0,1,2.0,,2,,1,1,1,2,2,1,1,1,,,1,1,1.0,,1.0,,6.0
326704.0,Chapinero,San Isidro - Patios,2,2,2,2,1,2,1,1,2,1,2,1.0,1.0,908000.0,7.0,2.0,908000.0,1,2,1.0,99.0,908000.0,,,,,,,,908000.0,2,,1.0,2,,1,1,2,2,2,2,2,1,,,2,1,,,,,7.0
326714.0,Engativá,Las Ferias,1,1,2,1,2,2,2,2,2,2,2,1.0,1.0,5800000.0,1.0,1.0,5800000.0,2,2,1.0,2013.0,5800000.0,,,,,,,,5800000.0,1,2.0,,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,11.0
326741.0,Engativá,Bolivia,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2100000.0,4.0,2.0,2100000.0,2,2,1.0,2000.0,2100000.0,,,,,,,,2100000.0,2,,3.0,1,1.0,2,2,2,2,2,2,1,1,,,2,2,,,,,6.0
326744.0,Engativá,Bolivia,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,5900000.0,1.0,1.0,5900000.0,2,2,1.0,2005.0,5900000.0,,,,,,,,5900000.0,1,2.0,,1,1.0,1,2,2,2,2,2,3,2,,,3,2,,,,,
326753.0,Rafael Uribe Uribe,Marruecos,2,2,2,2,2,2,1,1,2,2,2,1.0,1.0,908400.0,6.0,2.0,908400.0,2,2,1.0,1980.0,908400.0,,,,,,,,908400.0,2,,1.0,2,,2,2,2,2,2,2,1,1,,,2,2,,,,,5.0
326753.0,Rafael Uribe Uribe,Marruecos,2,2,2,2,2,2,1,1,2,2,2,1.0,1.0,908400.0,6.0,2.0,908400.0,2,2,1.0,1980.0,908400.0,,,,,,,,908400.0,2,,1.0,2,,2,2,2,2,2,2,1,1,,,2,2,,,,,6.0
326753.0,Rafael Uribe Uribe,Marruecos,2,2,2,2,2,2,1,1,2,2,2,1.0,1.0,908400.0,6.0,2.0,908400.0,2,2,1.0,1980.0,908400.0,,,,,,,,908400.0,2,,1.0,2,,2,2,1,2,2,2,1,2,,,1,2,,,,,5.0
326753.0,Rafael Uribe Uribe,Marruecos,2,2,2,2,2,2,1,1,2,2,2,1.0,1.0,908400.0,6.0,2.0,908400.0,2,2,1.0,1980.0,908400.0,,,,,,,,908400.0,2,,1.0,2,,2,2,1,2,2,2,1,2,,,1,2,,,,,6.0
326757.0,Puente Aranda,San Rafael,2,1,2,2,2,2,2,2,2,2,2,1.0,1.0,1033000.0,7.0,2.0,1033000.0,2,2,1.0,99.0,1033000.0,,,,,,,,1033000.0,1,1.0,,2,,2,2,2,2,2,2,1,2,,,3,1,,,,,5.0
326775.0,Engativá,Bolivia,1,2,2,2,2,2,2,2,2,2,2,1.0,2.0,3000000.0,7.0,2.0,3000000.0,2,1,1.0,2002.0,3000000.0,,,,,,,,3000000.0,2,,2.0,2,,2,1,2,2,2,2,1,1,,,2,2,,,1.0,,6.0
326778.0,Engativá,Bolivia,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,1500000.0,7.0,2.0,1500000.0,2,1,1.0,2005.0,1500000.0,,,,,,,,1500000.0,1,1.0,,2,,1,2,2,2,2,2,1,1,,,1,2,,,1.0,,5.0
326792.0,Kennedy,Timiza,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,99.0,1.0,1.0,99.0,2,2,1.0,2004.0,99.0,,,,,,,,99.0,1,1.0,,1,1.0,2,2,2,2,2,2,2,2,,,2,2,,,,,6.0
326832.0,Ciudad Bolívar,San Francisco,2,2,2,2,2,1,1,2,2,1,1,1.0,1.0,908000.0,7.0,2.0,908000.0,2,1,1.0,2010.0,908000.0,,,,,,,,908000.0,1,1.0,,1,1.0,1,2,1,2,2,2,1,1,,,2,2,,,1.0,,5.0
326846.0,Santa Fe,Lourdes,1,2,2,2,2,1,1,2,2,2,2,1.0,1.0,2000000.0,1.0,2.0,2000000.0,2,2,2.0,2016.0,2000000.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2000000.0,2,,1.0,2,,2,2,2,2,2,2,2,2,,,3,2,,,,,9.0
326854.0,Suba,Suba,2,2,2,2,2,1,1,2,2,2,2,2.0,1.0,6250000.0,1.0,1.0,6250000.0,2,2,1.0,1994.0,6250000.0,,,,,,,,6250000.0,2,,3.0,1,2.0,2,1,2,2,2,2,1,1,,,3,2,,,,,7.0
326865.0,Suba,Suba,2,2,2,2,1,2,2,1,2,2,2,1.0,1.0,1600000.0,7.0,2.0,1600000.0,2,2,1.0,99.0,1600000.0,,,,,,,,1600000.0,2,,1.0,2,,2,2,2,2,2,2,1,1,,,2,2,,,,,7.0
326905.0,Suba,SUBA: La Academia + Guaymaral + San José de Bavaria,1,2,2,2,2,1,2,2,2,2,2,2.0,1.0,99.0,7.0,1.0,99.0,2,2,1.0,1998.0,99.0,,,,,,,,99.0,2,,2.0,1,4.0,1,2,1,2,2,2,1,2,,,3,2,,,,,13.0
326926.0,Antonio Nariño,Ciudad Jardín,2,2,1,2,2,1,1,2,1,1,1,2.0,1.0,6500000.0,7.0,1.0,6500000.0,2,1,2.0,1996.0,6500000.0,,,,,,,,6500000.0,1,2.0,,1,1.0,1,2,2,2,2,2,1,1,,,2,2,,,,,9.0
326975.0,Usme,La Flora,2,2,2,2,2,2,1,2,2,2,2,1.0,1.0,1000000.0,9.0,2.0,1000000.0,2,1,1.0,1992.0,1000000.0,,,,,,,,1000000.0,1,1.0,,2,,1,1,2,2,2,2,1,1,,,1,2,,,,,5.0
326976.0,Usme,La Flora,2,2,2,2,2,2,2,2,2,2,1,1.0,1.0,1000000.0,9.0,2.0,1000000.0,2,1,2.0,2013.0,1000000.0,,,,,,,,1000000.0,2,,1.0,2,,2,2,2,2,2,2,3,2,,,2,2,,,,,3.0
327000.0,Usme,La Flora,2,2,2,2,2,2,1,1,2,2,2,1.0,1.0,908526.0,2.0,2.0,908526.0,2,2,2.0,2000.0,908526.0,,,,,,,,908526.0,2,,1.0,2,,1,2,2,2,2,2,1,1,,,2,2,,,,,5.0
327006.0,Bosa,El Porvenir,1,2,2,2,2,1,1,2,2,2,2,3.0,2.0,250000.0,2.0,2.0,250000.0,1,1,1.0,2019.0,250000.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,250000.0,2,,3.0,2,,1,2,1,2,1,2,1,1,,,1,1,,,,,5.0
327016.0,Kennedy,KENNEDY: Castilla + Bavaria,2,1,2,2,1,2,1,2,2,2,2,1.0,1.0,6000000.0,1.0,2.0,6000000.0,2,2,1.0,1987.0,6000000.0,,,,,,,,6000000.0,1,1.0,,1,1.0,1,1,2,2,2,2,1,2,,,2,2,,,,,8.0
327023.0,Kennedy,Carvajal,2,1,2,1,2,1,1,2,1,1,1,1.0,1.0,2500000.0,7.0,1.0,2500000.0,2,1,1.0,1993.0,2500000.0,,,,,,,,2500000.0,2,,5.0,1,1.0,1,1,2,2,2,2,1,3,,,2,2,,,1.0,,6.0
327023.0,Kennedy,Carvajal,2,1,2,1,2,1,1,2,1,1,1,1.0,1.0,2500000.0,7.0,1.0,2500000.0,2,1,1.0,1993.0,2500000.0,,,,,,,,2500000.0,2,,5.0,1,1.0,1,1,2,2,2,2,1,3,,,2,2,,,1.0,,11.0
327023.0,Kennedy,Carvajal,2,1,2,1,2,1,1,2,1,1,1,1.0,1.0,2500000.0,7.0,1.0,2500000.0,2,1,1.0,1993.0,2500000.0,,,,,,,,2500000.0,2,,5.0,1,1.0,1,1,2,2,2,2,3,3,,,2,2,,,1.0,,6.0
327023.0,Kennedy,Carvajal,2,1,2,1,2,1,1,2,1,1,1,1.0,1.0,2500000.0,7.0,1.0,2500000.0,2,1,1.0,1993.0,2500000.0,,,,,,,,2500000.0,2,,5.0,1,1.0,1,1,2,2,2,2,3,3,,,2,2,,,1.0,,11.0
327023.0,Kennedy,Carvajal,2,1,2,1,2,1,1,2,1,1,1,1.0,1.0,4277000.0,7.0,1.0,4277000.0,2,1,1.0,1993.0,4277000.0,,,,,,,,4277000.0,2,,5.0,1,1.0,1,1,2,2,2,2,1,3,,,2,2,,,1.0,,6.0
327023.0,Kennedy,Carvajal,2,1,2,1,2,1,1,2,1,1,1,1.0,1.0,4277000.0,7.0,1.0,4277000.0,2,1,1.0,1993.0,4277000.0,,,,,,,,4277000.0,2,,5.0,1,1.0,1,1,2,2,2,2,1,3,,,2,2,,,1.0,,11.0
327023.0,Kennedy,Carvajal,2,1,2,1,2,1,1,2,1,1,1,1.0,1.0,4277000.0,7.0,1.0,4277000.0,2,1,1.0,1993.0,4277000.0,,,,,,,,4277000.0,2,,5.0,1,1.0,1,1,2,2,2,2,3,3,,,2,2,,,1.0,,6.0
327023.0,Kennedy,Carvajal,2,1,2,1,2,1,1,2,1,1,1,1.0,1.0,4277000.0,7.0,1.0,4277000.0,2,1,1.0,1993.0,4277000.0,,,,,,,,4277000.0,2,,5.0,1,1.0,1,1,2,2,2,2,3,3,,,2,2,,,1.0,,11.0
327065.0,Rafael Uribe Uribe,Diana Turbay,2,1,2,2,2,1,1,2,2,1,1,1.0,1.0,6000000.0,1.0,1.0,6000000.0,2,2,2.0,2011.0,6000000.0,,,,,,,,6000000.0,1,1.0,,1,1.0,2,2,2,2,2,2,1,1,,,3,2,,,,,11.0
327067.0,Fontibón,Zona Franca,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,908526.0,1.0,2.0,908526.0,2,2,1.0,2002.0,908526.0,,,,,,,,908526.0,2,,3.0,2,,1,2,2,2,2,2,1,2,,,2,2,,,,,5.0
327069.0,Fontibón,Zona Franca,1,2,2,2,2,2,2,2,2,1,1,3.0,2.0,250000.0,1.0,2.0,250000.0,2,2,1.0,2002.0,250000.0,,,,,,,,250000.0,2,,3.0,2,,1,1,2,2,2,2,3,3,,,1,2,,,,,5.0
327109.0,Engativá,Bolivia,1,2,2,2,1,2,2,2,2,2,2,1.0,1.0,1600000.0,1.0,2.0,1600000.0,2,2,1.0,2019.0,1600000.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1600000.0,2,,1.0,2,,2,2,2,2,2,2,2,2,,,2,2,,,,,9.0
327111.0,Engativá,Bolivia,1,2,2,2,1,2,2,2,2,2,2,1.0,1.0,99.0,1.0,2.0,99.0,2,2,1.0,2002.0,99.0,,,,,,,,99.0,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,2,2,,,,,9.0
327113.0,Engativá,Bolivia,1,2,2,2,1,2,2,2,2,2,2,2.0,1.0,99.0,1.0,2.0,99.0,2,2,2.0,1999.0,99.0,,,,,,,,99.0,2,,1.0,1,2.0,1,2,2,2,2,2,1,1,,,2,2,,,,,9.0
327118.0,Engativá,Bolivia,1,2,2,2,1,2,2,2,2,2,2,1.0,1.0,,1.0,1.0,,2,2,1.0,99.0,,,,,,,,,,2,,1.0,1,1.0,2,1,2,2,2,2,1,1,,,2,2,,,,,9.0
327119.0,Engativá,Bolivia,1,2,2,2,1,2,2,2,2,2,2,1.0,1.0,4000000.0,7.0,1.0,4000000.0,2,1,1.0,1992.0,4000000.0,,,,,,,,4000000.0,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,2,2,,,,,6.0
327153.0,Fontibón,Zona Franca,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,974000.0,1.0,2.0,974000.0,2,2,1.0,2003.0,974000.0,,,,,,,,974000.0,2,,3.0,2,,1,2,2,2,2,2,2,3,,,2,2,,,,,6.0
327161.0,Usme,La Flora,2,2,2,2,1,2,1,1,2,2,2,1.0,1.0,908526.0,2.0,2.0,908526.0,2,2,2.0,1990.0,908526.0,,,,,,,,908526.0,2,,1.0,2,,2,2,2,2,2,2,1,1,,,2,2,,,,,3.0
327185.0,Ciudad Bolívar,Jerusalén,2,2,2,2,2,2,2,2,2,1,1,1.0,1.0,1100000.0,7.0,2.0,1100000.0,2,1,2.0,99.0,1100000.0,,,,,,,,1100000.0,1,1.0,,2,,1,2,1,2,2,2,1,2,,,2,2,,,1.0,,6.0
327204.0,Ciudad Bolívar,Jerusalén,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1200000.0,7.0,2.0,1200000.0,2,2,2.0,1985.0,1200000.0,,,,,,,,1200000.0,1,2.0,,2,,2,2,2,2,2,2,1,2,,,2,2,,,,,3.0
327230.0,Santa Fe,Lourdes,2,2,1,1,1,1,1,1,2,1,9,1.0,1.0,2000000.0,1.0,2.0,2000000.0,2,1,2.0,99.0,2000000.0,,,,,,,,2000000.0,2,,3.0,2,,1,1,2,2,2,2,2,3,,,2,2,,,1.0,,9.0
327239.0,Santa Fe,Las Cruces,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,900800.0,7.0,2.0,900800.0,1,1,2.0,1979.0,900800.0,,,,,,,,900800.0,2,,1.0,2,,2,1,1,2,2,2,2,2,,,1,1,,,1.0,,
327243.0,Suba,SUBA: La Academia + Guaymaral + San José de Bavaria,1,2,1,1,2,2,1,2,2,1,1,1.0,1.0,2300000.0,4.0,1.0,2300000.0,2,2,1.0,2007.0,2300000.0,,,,,,,,2300000.0,2,,1.0,1,1.0,2,2,2,2,2,2,1,1,,,2,2,,,,,5.0
327244.0,Suba,SUBA: La Academia + Guaymaral + San José de Bavaria,1,2,1,2,2,2,2,2,2,1,1,1.0,1.0,4500000.0,7.0,1.0,4500000.0,2,1,1.0,99.0,4500000.0,,,,,,,,4500000.0,2,,1.0,1,2.0,1,2,2,2,2,2,1,1,,,3,2,,,1.0,,11.0
327312.0,Rafael Uribe Uribe,Diana Turbay,2,2,2,2,2,2,2,1,2,2,2,1.0,2.0,1400000.0,7.0,2.0,1400000.0,2,1,1.0,2005.0,1400000.0,,,,,,,,1400000.0,2,,3.0,2,,2,2,2,2,2,2,1,1,,,2,2,,,,,5.0
327316.0,Kennedy,Timiza,1,2,2,2,2,2,2,2,2,1,1,1.0,1.0,2300000.0,1.0,1.0,2300000.0,2,1,1.0,1999.0,2300000.0,,,,,,,,2300000.0,2,,1.0,1,1.0,2,1,2,2,2,2,1,1,,,2,2,,,,,9.0
327350.0,Ciudad Bolívar,Jerusalén,2,2,2,2,2,1,1,2,2,2,2,1.0,1.0,980000.0,7.0,2.0,980000.0,1,1,2.0,1985.0,980000.0,,,,,,,,980000.0,1,1.0,,2,,2,2,2,2,2,2,2,1,,,2,2,,,,,5.0
327367.0,Chapinero,San Isidro - Patios,2,2,2,2,1,2,2,2,2,1,1,3.0,1.0,1300000.0,2.0,2.0,1300000.0,2,1,2.0,2000.0,1300000.0,,,,,,,,1300000.0,1,1.0,,2,,1,1,2,2,2,2,3,3,,,1,1,,,,,4.0
327375.0,Rafael Uribe Uribe,Diana Turbay,2,2,2,2,2,1,1,2,2,1,1,1.0,1.0,1235000.0,7.0,2.0,1235000.0,2,2,1.0,1983.0,1235000.0,,,,,,,,1235000.0,2,,1.0,2,,1,2,2,2,2,2,1,3,,,2,1,,,1.0,,4.0
327383.0,Usme,La Flora,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1020000.0,7.0,2.0,1020000.0,2,2,1.0,2016.0,1020000.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1020000.0,2,,3.0,2,,1,2,2,2,2,2,1,1,,,2,2,,,1.0,,3.0
327396.0,Usme,Gran Yomasa,2,1,2,2,2,2,1,2,2,2,2,1.0,1.0,900000.0,10.0,2.0,900000.0,2,2,1.0,1976.0,900000.0,,,,,,,,900000.0,2,,1.0,1,1.0,1,1,2,2,2,2,1,1,,,3,2,,,,,3.0
327396.0,Usme,Gran Yomasa,2,1,2,2,2,2,1,2,2,2,2,1.0,1.0,900000.0,10.0,2.0,900000.0,2,2,1.0,1976.0,900000.0,,,,,,,,900000.0,2,,1.0,1,1.0,1,1,2,2,2,2,1,1,,,3,2,,,,,4.0
